Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Indicator,Indicator_reference,Indicator_sort,Indicator_hierarchy,Notes
61.7,61.7,Percentage,Percentage,,,W01001727,W01001727,1618,,Pentyrch and St Fagans 1,W01001727,1618,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.2,0.2,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,Overcrowded households,ovcr,1,,
4.3,4.3,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,Poor quality housing (residential properties),hqua,3,,
3.8,3.8,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
0.8,0.8,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,Residential properties in disrepair,hquad,6,hqua,
37.6,37.6,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
78.9,78.9,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
38.2,38.2,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
54.8,54.8,Percentage,Percentage,,,W01001728,W01001728,1619,,Pentyrch and St Fagans 2,W01001728,1619,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.9,0.9,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,Overcrowded households,ovcr,1,,
4,4,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,Poor quality housing (residential properties),hqua,3,,
3.6,3.6,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
0.8,0.8,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,Residential properties in disrepair,hquad,6,hqua,
48.8,48.8,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
84.6,84.6,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
49,49,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
58.8,58.8,Percentage,Percentage,,,W01001729,W01001729,1620,,Pentyrch and St Fagans 3,W01001729,1620,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1,1,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,Overcrowded households,ovcr,1,,
7.2,7.2,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,Poor quality housing (residential properties),hqua,3,,
5.5,5.5,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
1.9,1.9,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,Residential properties in disrepair,hquad,6,hqua,
32.4,32.4,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
83,83,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
36.4,36.4,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
51.7,51.7,Percentage,Percentage,,,W01001730,W01001730,1621,,Cyncoed 1,W01001730,1621,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.3,1.3,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,Overcrowded households,ovcr,1,,
11.3,11.3,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,Poor quality housing (residential properties),hqua,3,,
9.3,9.3,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
3.3,3.3,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,Residential properties in disrepair,hquad,6,hqua,
44.1,44.1,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.8,86.8,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
41.1,41.1,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
55.3,55.3,Percentage,Percentage,,,W01001731,W01001731,1622,,Cyncoed 2,W01001731,1622,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.4,3.4,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,Overcrowded households,ovcr,1,,
9.1,9.1,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,Poor quality housing (residential properties),hqua,3,,
7.3,7.3,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.5,2.5,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,Residential properties in disrepair,hquad,6,hqua,
46.8,46.8,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.4,86.4,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
46.6,46.6,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
56.9,56.9,Percentage,Percentage,,,W01001732,W01001732,1623,,Cyncoed 3,W01001732,1623,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.1,2.1,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,Overcrowded households,ovcr,1,,
7.7,7.7,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,Poor quality housing (residential properties),hqua,3,,
5.9,5.9,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.1,2.1,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,Residential properties in disrepair,hquad,6,hqua,
51,51,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
88.4,88.4,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
56.1,56.1,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
63.4,63.4,Percentage,Percentage,,,W01001733,W01001733,1624,,Cyncoed 4,W01001733,1624,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.4,1.4,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,Overcrowded households,ovcr,1,,
9.9,9.9,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,Poor quality housing (residential properties),hqua,3,,
7.7,7.7,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.3,2.3,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,Residential properties in disrepair,hquad,6,hqua,
42.8,42.8,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.4,85.4,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
42.4,42.4,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
54.8,54.8,Percentage,Percentage,,,W01001734,W01001734,1625,,Cyncoed 5,W01001734,1625,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.8,2.8,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,Overcrowded households,ovcr,1,,
9.7,9.7,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,Poor quality housing (residential properties),hqua,3,,
8.5,8.5,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.6,2.6,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,Residential properties in disrepair,hquad,6,hqua,
47.7,47.7,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.1,86.1,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
46.8,46.8,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
58.1,58.1,Percentage,Percentage,,,W01001735,W01001735,1626,,Cyncoed 6,W01001735,1626,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.7,1.7,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,Overcrowded households,ovcr,1,,
8.6,8.6,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,Poor quality housing (residential properties),hqua,3,,
7.2,7.2,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.2,2.2,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,Residential properties in disrepair,hquad,6,hqua,
41.2,41.2,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
79.8,79.8,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
37.6,37.6,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
52.3,52.3,Percentage,Percentage,,,W01001736,W01001736,1627,,Cyncoed 7,W01001736,1627,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
8.2,8.2,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,Overcrowded households,ovcr,1,,
10.4,10.4,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,Poor quality housing (residential properties),hqua,3,,
8.9,8.9,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.1,2.1,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,Residential properties in disrepair,hquad,6,hqua,
78.6,78.6,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
93.5,93.5,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
75.9,75.9,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
73.8,73.8,Percentage,Percentage,,,W01001737,W01001737,1628,,Ely 1,W01001737,1628,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
11.6,11.6,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,Overcrowded households,ovcr,1,,
10.5,10.5,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,Poor quality housing (residential properties),hqua,3,,
9.2,9.2,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
1.8,1.8,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,Residential properties in disrepair,hquad,6,hqua,
83.9,83.9,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
94.6,94.6,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
76.7,76.7,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
72.6,72.6,Percentage,Percentage,,,W01001738,W01001738,1629,,Ely 2,W01001738,1629,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
9.3,9.3,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,Overcrowded households,ovcr,1,,
11.4,11.4,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,Poor quality housing (residential properties),hqua,3,,
9.2,9.2,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.2,2.2,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,Residential properties in disrepair,hquad,6,hqua,
83.3,83.3,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
94.5,94.5,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
77.8,77.8,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
74.1,74.1,Percentage,Percentage,,,W01001739,W01001739,1630,,Ely 3,W01001739,1630,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
8.5,8.5,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,Overcrowded households,ovcr,1,,
10.7,10.7,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,Poor quality housing (residential properties),hqua,3,,
8.2,8.2,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.5,2.5,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,Residential properties in disrepair,hquad,6,hqua,
78,78,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
93.2,93.2,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
79.1,79.1,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
74.3,74.3,Percentage,Percentage,,,W01001740,W01001740,1631,,Ely 4,W01001740,1631,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
13,13,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,Overcrowded households,ovcr,1,,
10.1,10.1,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,Poor quality housing (residential properties),hqua,3,,
8.7,8.7,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2,2,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,Residential properties in disrepair,hquad,6,hqua,
84.3,84.3,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
94.8,94.8,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
78.2,78.2,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
73.5,73.5,Percentage,Percentage,,,W01001741,W01001741,1632,,Ely 5,W01001741,1632,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
9,9,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,Overcrowded households,ovcr,1,,
11.7,11.7,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,Poor quality housing (residential properties),hqua,3,,
9.5,9.5,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.4,2.4,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,Residential properties in disrepair,hquad,6,hqua,
80.1,80.1,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
89.2,89.2,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
78.4,78.4,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
75.2,75.2,Percentage,Percentage,,,W01001742,W01001742,1633,,Ely 6,W01001742,1633,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2,2,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,Overcrowded households,ovcr,1,,
5.6,5.6,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,Poor quality housing (residential properties),hqua,3,,
4.8,4.8,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
1.1,1.1,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,Residential properties in disrepair,hquad,6,hqua,
55.1,55.1,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.5,87.5,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
55.2,55.2,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
64.1,64.1,Percentage,Percentage,,,W01001743,W01001743,1634,,Ely 7,W01001743,1634,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
7.7,7.7,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,Overcrowded households,ovcr,1,,
10.4,10.4,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,Poor quality housing (residential properties),hqua,3,,
8.7,8.7,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.3,2.3,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,Residential properties in disrepair,hquad,6,hqua,
79.3,79.3,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
93.6,93.6,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
77.6,77.6,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
73.7,73.7,Percentage,Percentage,,,W01001744,W01001744,1635,,Ely 8,W01001744,1635,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2,2,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,Overcrowded households,ovcr,1,,
6,6,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,Poor quality housing (residential properties),hqua,3,,
4.9,4.9,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
1.6,1.6,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,Residential properties in disrepair,hquad,6,hqua,
53.2,53.2,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.5,87.5,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
52.5,52.5,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
64.6,64.6,Percentage,Percentage,,,W01001745,W01001745,1636,,Ely 9,W01001745,1636,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
4.9,4.9,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,Overcrowded households,ovcr,1,,
12.3,12.3,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,Poor quality housing (residential properties),hqua,3,,
10.4,10.4,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.3,2.3,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,Residential properties in disrepair,hquad,6,hqua,
76.3,76.3,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92.8,92.8,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
76.7,76.7,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
73.5,73.5,Percentage,Percentage,,,W01001746,W01001746,1637,,Ely 10,W01001746,1637,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.8,2.8,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,Overcrowded households,ovcr,1,,
7.2,7.2,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,Poor quality housing (residential properties),hqua,3,,
6.2,6.2,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.5,2.5,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,Residential properties in disrepair,hquad,6,hqua,
58,58,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.6,86.6,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
62.8,62.8,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
65.7,65.7,Percentage,Percentage,,,W01001747,W01001747,1638,,Fairwater (Cardiff) 1,W01001747,1638,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
5,5,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,Overcrowded households,ovcr,1,,
11.2,11.2,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,Poor quality housing (residential properties),hqua,3,,
