Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Domain,Domain_reference,Domain_sort,Domain_hierarchy,Notes
5,5,Group,Group,5,,W01000176,W01000176,159,,Pen-sarn 1,W01000176,159,W06000003,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Education,educ,5,,
4,4,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Access to services,ats,6,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000177,W01000177,160,,Pen-sarn 2,W01000177,160,W06000003,Physical environment,pe,9,,
2,2,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,WIMD,wimd,1,,
2,2,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Income,inc,2,,
2,2,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Employment,emp,3,,
1,1,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Health,heal,4,,
3,3,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Education,educ,5,,
5,5,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Access to services,ats,6,,
2,2,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Housing,hous,7,,
1,1,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Community safety,cs,8,,
4,4,Group,Group,5,,W01000178,W01000178,161,,Pentre Mawr 1,W01000178,161,W06000003,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Education,educ,5,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Access to services,ats,6,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Community safety,cs,8,,
3,3,Group,Group,5,,W01000179,W01000179,162,,Pentre Mawr 2,W01000179,162,W06000003,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Education,educ,5,,
4,4,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Access to services,ats,6,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000180,W01000180,163,,Rhiw 1,W01000180,163,W06000003,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Education,educ,5,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Access to services,ats,6,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000181,W01000181,164,,Rhiw 2,W01000181,164,W06000003,Physical environment,pe,9,,
3,3,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,WIMD,wimd,1,,
3,3,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Income,inc,2,,
2,2,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Employment,emp,3,,
2,2,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Health,heal,4,,
4,4,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Education,educ,5,,
5,5,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Access to services,ats,6,,
4,4,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Housing,hous,7,,
1,1,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000182,W01000182,165,,Rhiw 3,W01000182,165,W06000003,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Education,educ,5,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Access to services,ats,6,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000183,W01000183,166,,Rhiw 4,W01000183,166,W06000003,Physical environment,pe,9,,
2,2,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,WIMD,wimd,1,,
3,3,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Income,inc,2,,
3,3,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Employment,emp,3,,
2,2,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Health,heal,4,,
2,2,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Education,educ,5,,
3,3,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Access to services,ats,6,,
5,5,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Housing,hous,7,,
1,1,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Community safety,cs,8,,
3,3,Group,Group,5,,W01000184,W01000184,167,,Towyn,W01000184,167,W06000003,Physical environment,pe,9,,
4,4,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Education,educ,5,,
1,1,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Access to services,ats,6,,
2,2,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000185,W01000185,168,,Trefriw,W01000185,168,W06000003,Physical environment,pe,9,,
2,2,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,WIMD,wimd,1,,
2,2,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Income,inc,2,,
2,2,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Employment,emp,3,,
2,2,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Health,heal,4,,
3,3,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Education,educ,5,,
5,5,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Access to services,ats,6,,
4,4,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Housing,hous,7,,
1,1,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Community safety,cs,8,,
4,4,Group,Group,5,,W01000186,W01000186,169,,Tudno 1,W01000186,169,W06000003,Physical environment,pe,9,,
1,1,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,WIMD,wimd,1,,
1,1,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Income,inc,2,,
1,1,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Employment,emp,3,,
1,1,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Health,heal,4,,
1,1,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Education,educ,5,,
3,3,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Access to services,ats,6,,
2,2,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Housing,hous,7,,
1,1,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000187,W01000187,170,,Tudno 2,W01000187,170,W06000003,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,WIMD,wimd,1,,
4,4,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Education,educ,5,,
4,4,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Access to services,ats,6,,
5,5,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Housing,hous,7,,
4,4,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000188,W01000188,171,,Tudno 3,W01000188,171,W06000003,Physical environment,pe,9,,
4,4,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Education,educ,5,,
1,1,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Access to services,ats,6,,
1,1,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000189,W01000189,172,,Uwch Conwy,W01000189,172,W06000003,Physical environment,pe,9,,
4,4,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Income,inc,2,,
5,5,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Employment,emp,3,,
5,5,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Health,heal,4,,
5,5,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Education,educ,5,,
1,1,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Access to services,ats,6,,
1,1,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Housing,hous,7,,
5,5,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Community safety,cs,8,,
5,5,Group,Group,5,,W01000190,W01000190,173,,Uwch Aled,W01000190,173,W06000003,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Income,inc,2,,
5,5,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Employment,emp,3,,
4,4,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Health,heal,4,,
4,4,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Education,educ,5,,
4,4,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Access to services,ats,6,,
5,5,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Housing,hous,7,,
5,5,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Community safety,cs,8,,
5,5,Group,Group,5,,W01000191,W01000191,174,,Bodelwyddan,W01000191,174,W06000004,Physical environment,pe,9,,
4,4,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,WIMD,wimd,1,,
4,4,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Income,inc,2,,
5,5,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Employment,emp,3,,
5,5,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Health,heal,4,,
5,5,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Education,educ,5,,
1,1,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Access to services,ats,6,,
1,1,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Housing,hous,7,,
4,4,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Community safety,cs,8,,
2,2,Group,Group,5,,W01000192,W01000192,175,,Corwen 1,W01000192,175,W06000004,Physical environment,pe,9,,
4,4,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,WIMD,wimd,1,,
4,4,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Income,inc,2,,
4,4,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Employment,emp,3,,
5,5,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Health,heal,4,,
3,3,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Education,educ,5,,
2,2,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Access to services,ats,6,,
1,1,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Housing,hous,7,,
5,5,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Community safety,cs,8,,
2,2,Group,Group,5,,W01000193,W01000193,176,,Corwen 2,W01000193,176,W06000004,Physical environment,pe,9,,
4,4,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,WIMD,wimd,1,,
4,4,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Income,inc,2,,
3,3,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Employment,emp,3,,
3,3,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Health,heal,4,,
5,5,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Education,educ,5,,
5,5,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Access to services,ats,6,,
4,4,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Housing,hous,7,,
2,2,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Community safety,cs,8,,
3,3,Group,Group,5,,W01000194,W01000194,177,,Denbigh Central,W01000194,177,W06000004,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Income,inc,2,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Employment,emp,3,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Health,heal,4,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Education,educ,5,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Access to services,ats,6,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Housing,hous,7,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Community safety,cs,8,,
5,5,Group,Group,5,,W01000195,W01000195,178,,Denbigh Lower 1,W01000195,178,W06000004,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Income,inc,2,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Employment,emp,3,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Health,heal,4,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Education,educ,5,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Access to services,ats,6,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Housing,hous,7,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Community safety,cs,8,,
5,5,Group,Group,5,,W01000196,W01000196,179,,Denbigh Lower 2,W01000196,179,W06000004,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Income,inc,2,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Employment,emp,3,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Health,heal,4,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Education,educ,5,,
4,4,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Access to services,ats,6,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Housing,hous,7,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Community safety,cs,8,,
5,5,Group,Group,5,,W01000197,W01000197,180,,Denbigh Lower 3,W01000197,180,W06000004,Physical environment,pe,9,,
1,1,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,WIMD,wimd,1,,
1,1,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Income,inc,2,,
1,1,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Employment,emp,3,,
1,1,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Health,heal,4,,
2,2,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Education,educ,5,,
5,5,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Access to services,ats,6,,
3,3,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Housing,hous,7,,
1,1,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Community safety,cs,8,,
2,2,Group,Group,5,,W01000198,W01000198,181,,Denbigh Upper and Henllan 1,W01000198,181,W06000004,Physical environment,pe,9,,
3,3,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,WIMD,wimd,1,,
4,4,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Income,inc,2,,
4,4,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Employment,emp,3,,
3,3,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Health,heal,4,,
4,4,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Education,educ,5,,
2,2,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Access to services,ats,6,,
2,2,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Housing,hous,7,,
3,3,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Community safety,cs,8,,
4,4,Group,Group,5,,W01000199,W01000199,182,,Denbigh Upper and Henllan 2,W01000199,182,W06000004,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Income,inc,2,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Employment,emp,3,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Health,heal,4,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Education,educ,5,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Access to services,ats,6,,
2,2,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Housing,hous,7,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Community safety,cs,8,,
5,5,Group,Group,5,,W01000200,W01000200,183,,Dyserth 1,W01000200,183,W06000004,Physical environment,pe,9,,
3,3,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,WIMD,wimd,1,,
2,2,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Income,inc,2,,
4,4,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Employment,emp,3,,
4,4,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Health,heal,4,,
4,4,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Education,educ,5,,
3,3,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Access to services,ats,6,,
4,4,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Housing,hous,7,,
4,4,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Community safety,cs,8,,
3,3,Group,Group,5,,W01000201,W01000201,184,,Dyserth 2,W01000201,184,W06000004,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Income,inc,2,,
5,5,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Employment,emp,3,,
5,5,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Health,heal,4,,
5,5,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Education,educ,5,,
1,1,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Access to services,ats,6,,
1,1,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Housing,hous,7,,
5,5,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Community safety,cs,8,,
5,5,Group,Group,5,,W01000202,W01000202,185,,Efenechtyd,W01000202,185,W06000004,Physical environment,pe,9,,
5,5,Group,Group,5,,W01000203,W01000203,186,,Llanarmon-yn-Ial and Llandegla,W01000203,186,W06000004,WIMD,wimd,1,,
5,5,Group,Group,5,,W01000203,W01000203,186,,Llanarmon-yn-Ial and Llandegla,W01000203,186,W06000004,Income,inc,2,,
