id,name,country,localAuthority,lat,lon,buy.proxyMedian,buy.transactions,buy.housingCostConfidence,buy.oneBedCount,buy.housingCostReason,rent.proxyMonthly,rent.housingCostConfidence,rent.oneBedCount,rent.housingCostReason,market.reason,localTransport.pt_connectivity_0_100,localTransport.national_percentile,localTransport.score,localTransport.source_period,localTransport.retrieval_date,localTransport.evidence_id,localTransport.geography_code,localTransport.geography_vintage,localTransport.population_covered,localTransport.population_expected,localTransport.method_version,localTransport.confidence,localTransport.reason,nationalTransport.londonMinutes,nationalTransport.londonChanges,nationalTransport.birminghamMinutes,nationalTransport.birminghamChanges,nationalTransport.confidence,nationalTransport.reason,residentialEnvironment.air_burden,residentialEnvironment.no2_ug_m3,residentialEnvironment.pm25_ug_m3,residentialEnvironment.pm10_ug_m3,residentialEnvironment.noise_exposed_pct,residentialEnvironment.green_within_300m_pct,residentialEnvironment.green_area_within_1000m_m2,residentialEnvironment.epc_sap_mean,residentialEnvironment.air_percentile,residentialEnvironment.quiet_percentile,residentialEnvironment.green_percentile,residentialEnvironment.housing_environment_percentile,residentialEnvironment.environment_index_0_100,residentialEnvironment.national_percentile,residentialEnvironment.score,residentialEnvironment.air_period,residentialEnvironment.quiet_period,residentialEnvironment.green_period,residentialEnvironment.housing_environment_period,residentialEnvironment.air_evidence_id,residentialEnvironment.quiet_evidence_id,residentialEnvironment.green_evidence_id,residentialEnvironment.housing_environment_evidence_id,residentialEnvironment.geography_code,residentialEnvironment.geography_vintage,residentialEnvironment.air_population_covered,residentialEnvironment.quiet_population_covered,residentialEnvironment.green_population_covered,residentialEnvironment.housing_environment_population_covered,residentialEnvironment.population_expected,residentialEnvironment.method_version,residentialEnvironment.confidence,residentialEnvironment.reason,composite.safety,composite.buy.score,composite.buy.band,composite.buy.safety,composite.buy.local_transport,composite.buy.residential_environment,composite.buy.national_transport,composite.buy.housing_cost,composite.buy.stock,composite.rent.score,composite.rent.band,composite.rent.safety,composite.rent.local_transport,composite.rent.residential_environment,composite.rent.national_transport,composite.rent.housing_cost,composite.rent.stock
torbay,Torbay,England,Torbay,50.468826,-3.531407,148000,936,High,165,"Median of 936 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",617,Medium,51,Official one-bedroom modelled average for Torbay LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 165 sale and 51 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",58.9523,28.2,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63014039;E63014055;E63014084,April 2024,137645,137645,dft-connectivity-bua24-v1,High,"Population-weighted mean across Torquay, Paignton, Brixham; Reviewed composite represents Torbay using the Torquay, Paignton and Brixham BUAs.",180,1,179,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.7213,4.867,5.344,9.123,22.317,71.057,130757.54,63.717,93.291,95.326,41.067,17.714,61.849,77.289,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63014039;E63014055;E63014084,April 2024,137645,137645,137645,137645,137645,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,54.1,low,2.0,2,4,2.0,2,4,54.1,low,2.0,2,4,2.0,3,3
wakefield,Wakefield,England,Wakefield,53.683704,-1.498169,116000,273,High,46,"Median of 273 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",572,Medium,46,Official one-bedroom modelled average for Wakefield LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 46 sale and 46 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",70.1025,56.0,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008062,April 2024,97656,97656,dft-connectivity-bua24-v1,High,Population-weighted mean across Wakefield; Reviewed official BUA name corresponds directly to the broad screen location.,120,0,97,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.1213,11.253,7.197,11.988,38.284,73.171,261063.53,65.899,33.108,33.505,68.456,56.463,47.883,46.801,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008062,April 2024,97656,97656,97656,97656,97656,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.5,60.6,mid,1.5,3,3,4.0,4,3,60.6,low,1.5,3,3,4.0,4,3
walsall,Walsall,England,Walsall,52.586221,-1.980341,119975,404,High,36,"Median of 404 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",648,Medium,44,Official one-bedroom modelled average for Walsall LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 36 sale and 44 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",78.1281,77.1,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009845,April 2024,70777,70777,dft-connectivity-bua24-v1,High,Population-weighted mean across Walsall; Reviewed official BUA name corresponds directly to the broad screen location.,119,1,22,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.3849,15.545,8.366,13.906,47.675,64.561,214450.85,63.352,11.358,13.579,44.3,13.967,20.801,0.49,1,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009845,April 2024,70777,70777,70777,70777,70777,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.0,65.9,mid,4.0,4,1,4.0,4,3,62.4,mid,4.0,4,1,4.0,3,3
warrington,Warrington,England,Warrington,53.38957,-2.590897,123250,498,High,56,"Median of 498 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",670,Medium,40,Official one-bedroom modelled average for Warrington LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 56 sale and 40 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",68.5138,51.4,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008488,April 2024,174064,174064,dft-connectivity-bua24-v1,High,Population-weighted mean across Warrington; Reviewed official BUA name corresponds directly to the broad screen location.,108,0,84,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0412,10.809,6.597,10.849,38.522,84.123,282618.63,66.776,50.591,32.651,86.436,72.156,60.459,74.97,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008488,April 2024,174064,174064,174064,174064,174064,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.0,69.4,high,4.0,3,4,4.0,3,3,69.4,high,4.0,3,4,4.0,3,3
wigan,Wigan,England,Wigan,53.545539,-2.629695,103750,200,High,15,"Median of 200 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",541,Medium,23,Official one-bedroom modelled average for Wigan LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 15 sale and 23 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",71.4811,60.0,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008282,April 2024,81514,81514,dft-connectivity-bua24-v1,High,Population-weighted mean across Wigan; Reviewed official BUA name corresponds directly to the broad screen location.,119,0,95,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0367,10.53,6.658,10.882,33.287,68.811,239144.3,64.966,51.963,57.603,55.615,36.181,50.34,54.424,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008282,April 2024,81514,81514,81514,81514,81514,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,67.6,high,3.5,4,3,4.0,4,2,67.6,high,3.5,4,3,4.0,4,2
wolverhampton,Wolverhampton,England,Wolverhampton,52.586205,-2.129916,117500,462,High,51,"Median of 462 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",671,Medium,94,Official one-bedroom modelled average for Wolverhampton LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 51 sale and 94 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",72.4274,62.7,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009805,April 2024,233643,233643,dft-connectivity-bua24-v1,High,Population-weighted mean across Wolverhampton; Reviewed official BUA name corresponds directly to the broad screen location.,97,1,18,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.1198,11.276,7.324,11.504,32.359,59.986,174911.8,63.531,33.637,62.042,32.142,15.611,35.858,16.908,1,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009805,April 2024,233643,233643,233643,233643,233643,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,65.3,mid,3.5,4,1,4.5,4,3,65.3,mid,3.5,4,1,4.5,3,4
worcester,Worcester,England,Worcester,52.192932,-2.221088,145500,466,High,52,"Median of 466 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",709,Medium,52,Official one-bedroom modelled average for Worcester LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 52 sale and 52 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",66.2123,44.8,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63010595,April 2024,105439,105439,dft-connectivity-bua24-v1,High,Population-weighted mean across Worcester; Reviewed official BUA name corresponds directly to the broad screen location.,131,0,45,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9108,7.456,6.441,10.478,33.64,56.373,131450.66,65.553,72.605,55.28,22.523,48.786,49.799,53.218,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63010595,April 2024,105439,105439,105439,105439,105439,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,65.9,mid,5.0,3,3,4.0,2,3,65.9,mid,5.0,3,3,4.0,2,3
wrexham,Wrexham,Wales,Wrexham,53.047921,-2.994781,112500,186,High,3,"Median of 186 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",594,Medium,11,Official one-bedroom modelled average for Wrexham LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 3 sale and 11 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",67.3825,48.1,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45000777,April 2024,44277,44277,dft-connectivity-bua24-v1,High,Population-weighted mean across Wrexham; Reviewed official BUA name corresponds directly to the broad screen location.,149,1,111,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.8535,7.293,5.977,9.538,28.529,82.634,272123.72,66.543,81.174,78.387,83.659,65.438,77.165,96.545,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45000777,April 2024,44277,44277,44277,44277,44277,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,66.5,mid,3.5,3,5,3.5,4,1,70.0,high,3.5,3,5,3.5,4,2
bristol,Bristol,England,"Bristol, City of",51.454513,-2.58791,242500,5367,High,483,"Median of 5367 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",1223,High,442,Official July 2026 one-bedroom modelled average for Bristol City LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 483 sale and 442 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",76.3839,73.1,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63012168,April 2024,425196,425196,dft-connectivity-bua24-v1,High,Population-weighted mean across Bristol; Reviewed official BUA name corresponds directly to the broad screen location.,94,0,79,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0489,11.357,6.572,10.448,28.616,77.034,301013.14,65.431,48.381,79.132,82.572,45.475,63.89,81.71,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63012168,April 2024,425196,425196,425196,425196,425196,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.0,65.9,mid,1.0,4,5,4.0,1,5,65.9,mid,1.0,4,5,4.0,1,5
southampton,Southampton,England,Southampton,50.9097,-1.404351,172000,2356,High,339,"Median of 2356 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",879,High,343,Official July 2026 one-bedroom modelled average for Southampton LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 339 sale and 343 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",73.8252,66.5,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63013524,April 2024,249633,249633,dft-connectivity-bua24-v1,High,Population-weighted mean across Southampton; Reviewed official BUA name corresponds directly to the broad screen location.,77,0,156,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0438,11.682,6.488,9.985,37.054,63.144,242465.0,66.188,50.014,39.497,48.157,62.094,49.941,53.718,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63013524,April 2024,249633,249633,249633,249633,249633,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.0,57.6,low,1.0,4,3,3.5,1,5,57.6,low,1.0,4,3,3.5,1,5
bournemouth-poole,Bournemouth–Poole,England,"Bournemouth, Christchurch and Poole",50.758,-1.879,218000,3735,High,454,"Median of 3735 achieved standard flat/maisonette sales in the Bournemouth, Christchurch and Poole district; this is an all-size flat proxy, not a one-bedroom estimate.",919,High,357,Official July 2026 one-bedroom modelled average for Bournemouth Christchurch and Poole LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 454 sale and 357 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock. Bournemouth–Poole sums separate Bournemouth and Poole portal regions; their proprietary boundaries may overlap or omit parts of the broad comparison geography.",71.7193,60.7,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63013847;E63013860,April 2024,337141,337141,dft-connectivity-bua24-v1,High,"Population-weighted mean across Bournemouth, Poole; Reviewed composite represents the named two-settlement location using the Bournemouth and Poole BUAs.",111,1,186,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.8823,8.55,5.95,9.029,27.928,64.539,191735.21,65.805,77.207,80.873,40.517,54.358,63.239,80.031,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63013847;E63013860,April 2024,337141,337141,337141,337141,337141,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,76.5,high,5.0,4,5,2.5,1,5,76.5,high,5.0,4,5,2.5,1,5
brighton-hove,Brighton & Hove,England,Brighton and Hove,50.82253,-0.137163,285000,1766,High,553,"Median of 1766 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",1190,High,436,Official July 2026 one-bedroom modelled average for Brighton and Hove LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 553 sale and 436 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",75.6185,71.2,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63013666,April 2024,277096,277096,dft-connectivity-bua24-v1,High,Population-weighted mean across Brighton and Hove; Reviewed official BUA name corresponds to the screen location Brighton & Hove.,61,0,192,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9797,9.14,6.706,10.26,33.767,61.33,145039.21,65.432,61.027,54.427,29.405,45.992,47.713,46.479,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63013666,April 2024,277096,277096,277096,277096,277096,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.0,63.5,mid,3.0,4,3,3.0,1,5,63.5,mid,3.0,4,3,3.0,1,5
exeter,Exeter,England,Exeter,50.718412,-3.533899,185000,664,High,84,"Median of 664 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",917,High,57,Official July 2026 one-bedroom modelled average for Exeter LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 84 sale and 57 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",66.1021,44.5,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63013856,April 2024,126522,126522,dft-connectivity-bua24-v1,High,Population-weighted mean across Exeter; Reviewed official BUA name corresponds directly to the broad screen location.,134,0,143,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.7838,6.161,5.519,9.474,25.823,70.068,180754.43,67.431,88.002,87.617,47.631,80.514,75.941,95.761,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63013856,April 2024,126522,126522,126522,126522,126522,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,60.0,low,2.0,3,5,3.0,1,4,56.5,low,2.0,3,5,3.0,1,3
reading,Reading,England,Reading,51.454264,-0.97813,238000,1755,High,207,"Median of 1755 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",1115,High,332,Official July 2026 one-bedroom modelled average for Reading LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 207 sale and 332 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",74.0456,67.1,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63012182,April 2024,203097,203097,dft-connectivity-bua24-v1,High,Population-weighted mean across Reading; Reviewed official BUA name corresponds directly to the broad screen location.,23,0,90,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0535,9.928,7.109,11.187,35.685,58.762,166494.69,66.022,46.657,45.517,29.469,59.341,45.246,40.274,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63012182,April 2024,203097,203097,203097,203097,203097,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,65.3,mid,3.5,4,3,4.5,1,4,68.8,high,3.5,4,3,4.5,1,5
milton-keynes,Milton Keynes,England,Milton Keynes,52.040623,-0.759417,185000,1000,High,161,"Median of 1000 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",977,High,240,Official July 2026 one-bedroom modelled average for Milton Keynes LA; underlying observation count is not published in the table.,"Rightmove's controlled 7 September 2026 filtered capture returned 161 sale and 240 rental results; these are headline counts, not deduplicated properties, and the query does not verify tower stock.",64.8534,41.2,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63010901,April 2024,194584,194584,dft-connectivity-bua24-v1,High,Population-weighted mean across Milton Keynes; Reviewed official BUA name corresponds directly to the broad screen location.,32,0,56,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0634,9.069,7.294,12.367,26.745,95.778,477511.84,70.547,44.147,85.614,98.414,97.936,81.528,98.758,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63010901,April 2024,194584,194584,194584,194584,194584,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,70.0,high,3.5,3,5,5.0,1,4,70.0,high,3.5,3,5,5.0,1,4
